,title,affiliations
345,SongComposer: A Large Language Model for Lyric and Melody Generation in Song Composition,"['The Chinese University of Hong Kong', 'Shanghai Artificial Intelligence Laboratory', 'Shanghai Artificial Intelligence Laboratory', 'The Chinese University of Hong Kong', 'Shanghai AI Lab', 'The Chinese University of Hong Kong', 'Shanghai AI Laboratory']"
346,Personalized Text Generation with Contrastive Activation Steering,"['University of Science and Technology of China', 'Institute of Automation, Chinese Academy of Sciences', 'Institute of automation, Chinese academy of science, Chinese Academy of Sciences', 'Institute of Automation, CAS,China', 'National University of Singapore']"
347,Gumbel Reranking: Differentiable End-to-End Reranker Optimization,"['Ant Group', 'Ant Group', 'Ant Group', 'Shanghai Jiao Tong University', 'Shanghai Jiao Tong University', 'Shanghai Jiao Tong University']"
348,Hybrid Preferences: Learning to Route Instances for Human vs. AI Feedback,"['Allen Institute for Artificial Intelligence', 'Department of Computer Science, University of Washington', 'Allen Institute for Artificial Intelligence and Department of Computer Science', 'Ohio State University, Columbus', 'Allen Institute for Artificial Intelligence and Department of Computer Science', 'Allen Institute for Artificial Intelligence', 'University of Washington and Allen Institute for Artificial Intelligence', 'Allen Institute for Artificial Intelligence']"
349,SEOE: A Scalable and Reliable Semantic Evaluation Framework for Open Domain Event Detection,"['Beijing Institute of Technology', 'Beijing Institute of Technology', 'Beijing Institute of Technology']"
350,The UD-NewsCrawl Treebank: Reflections and Challenges from a Large-scale Tagalog Syntactic Annotation Project,"['Charles Darwin University', 'Allen Institute for Artificial Intelligence', 'University of the Philippines Diliman']"
351,DRAG: Distilling RAG for SLMs from LLMs to Transfer Knowledge and Mitigate Hallucination via Evidence and Graph-based Distillation,"['Technical University of Denmark', 'Mohamed bin Zayed University of Artificial Intelligence']"
352,G-Safeguard: A Topology-Guided Security Lens and Treatment on LLM-based Multi-agent Systems,"['University of California, Los Angeles', 'University of Science and Technology of China']"
353,Deontological Keyword Bias: The Impact of Modal Expressions on Normative Judgments of Language Models,['Korea Advanced Institute of Science & Technology and INEEJI']
354,LegalReasoner: Step-wised Verification-Correction for Legal Judgment Reasoning,"['Hong Kong University of Science and Technology', 'The Hong Kong University of Science and Technology', 'The Hong Kong University of Science and Technology', 'Zhejiang Normal University', 'Soochow University', 'The Hong Kong University of Science and Technology', 'Hong Kong University of Science and Technology and Imperial College London']"
355,Rolling the DICE on Idiomaticity: How LLMs Fail to Grasp Context,"['University of Exeter and University of Sheffield', 'University of Sheffield']"
356,ChartCoder: Advancing Multimodal Large Language Model for Chart-to-Code Generation,"['Institute of automation, Chinese academy of science, Chinese Academy of Sciences', 'Harbin Institute of Techology', 'Tsinghua University', 'Tsinghua University', 'Tsinghua University']"
357,The Cross-linguistic Role of Animacy in Grammar Structures,"['University of Edinburgh, University of Edinburgh', 'University of Edinburgh', 'University of Edinburgh']"
358,LexGen: Domain-aware Multilingual Lexicon Generation,"['NVIDIA', 'Indian Institute of Technology Bombay, Indian Institute of Technology, Bombay', 'Indian Institute of Technology, Bombay, Dhirubhai Ambani Institute Of Information and Communication Technology', 'Indian Institute of Technology Bombay', 'Indian Institute of Technology Bombay, Indian Institute of Technology Bombay']"
359,How to Train Long-Context Language Models (Effectively),"['Princeton University', 'Princeton University', 'Princeton University']"
360,MathFusion: Enhancing Mathematical Problem-solving of LLM through Instruction Fusion,"['Shanghai Artificial Intelligence Laboratory', 'Shanghai Artificial Intelligence Laboratory', 'Shanghai AI Lab', 'Renmin University of China']"
361,Mining Complex Patterns of Argumentative Reasoning in Natural Language Dialogue,"['University of Dundee', 'Universität Passau', 'University of Dundee']"
362,"OS Agents: A Survey on MLLM-based Agents for Computer, Phone and Browser Use","['Zhejiang University', 'Guangdong University of Technology', 'The Chinese University of Hong Kong', 'Shanghai AI Laboratory and Shanghai Jiao Tong University', 'Zhejiang University', 'The Chinese University of Hong Kong', 'Institute of Automation, CAS,China', 'Zhejiang University', 'AIWaves Inc.', 'Guangdong OPPO Mobile Telecommunications Corp.,Ltd.', 'Alibaba Group', 'Zhejiang University and Zhejiang University', 'Hong Kong Polytechnic University', 'Zhejiang University', 'Zhejiang University']"
363,Data Quality Issues in Multilingual Speech Datasets: The Need for Sociolinguistic Awareness and Proactive Language Planning,"['Google', 'University of Pennsylvania, University of Pennsylvania', 'Google', 'Google', 'Google']"
364,LLM as a Broken Telephone: Iterative Generation Distorts Information,"['Mohamed bin Zayed University of Artificial Intelligence', 'Ecole Normale Supérieure – PSL', 'Ecole Polytechnique, France', 'Mohamed bin Zayed University of Artificial Intelligence']"
365,VLM2-Bench: A Closer Look at How Well VLMs Implicitly Link Explicit Matching Visual Cues,"['Massachusetts Institute of Technology', 'Hong Kong University of Science and Technology']"
366,Alleviating Distribution Shift in Synthetic Data for Machine Translation Quality Estimation,"['Nanjing University', 'Huawei Technologies Ltd.', 'Nanjing University']"
367,Evaluation Agent: Efficient and Promptable Evaluation Framework for Visual Generative Models,"['Shanghai Artificial Intelligence Laboratory', 'Nanyang Technological University', 'Shanghai Aritifcal Intelligence Laboratory', 'Nanyang Technological University']"
368,Large Language Models Struggle to Describe the Haystack without Human Help: A Social Science-Inspired Evaluation of Topic Models,"['University of Maryland, College Park', 'Universidad Carlos III de Madrid', 'ETHZ - ETH Zurich', 'Department of Computer Science, University of Maryland, College Park', 'National Institute of Standards and Technology', 'National Institute of Standards and Technology', 'University of Maryland, College Park']"
369,ActiView: Evaluating Active Perception Ability for Multimodal Large Language Models,"['Tsinghua University, Tsinghua University', 'Tsinghua University', 'Tsinghua University']"
370,Enough Coin Flips Can Make LLMs Act Bayesian,"['Defense Innovation Unit and University of California, Berkeley', 'University of California, Berkeley', 'University of California, Berkeley', 'Electrical Engineering & Computer Science Department', 'University of California, Berkeley']"
371,GAMEBoT: Transparent Assessment of LLM Reasoning in Games,"['University of Hong Kong', 'University of Cambridge', 'University of Hong Kong', 'Google', 'Peking University', 'The University of Hong Kong']"
372,A Text is Worth Several Tokens: Text Embedding from LLMs Secretly Aligns Well with The Key Tokens,['Beihang University']
373,Commonsense Reasoning in Arab Culture,"['Mohamed bin Zayed University of Artificial Intelligence', 'National Center for AI (NCAI), Saudi Data and AI Authority (SDAIA)', 'Mohamed bin Zayed University of Artificial Intelligence', 'Mohamed bin Zayed University of Artificial Intelligence and Chalmers University of Technology', 'Mohamed bin Zayed University of Artificial Intelligence', 'Mohamed bin Zayed University of Artificial Intelligence']"
374,AXIS: Efficient Human-Agent-Computer Interaction with API-First LLM-Based Agents,"['Microsoft', 'Microsoft', 'Microsoft', 'Microsoft Research', 'Microsoft', 'Microsoft', 'Microsoft']"
375,Translation and Fusion Improves Cross-lingual Information Extraction,"['NVIDIA', 'Georgia Institute of Technology']"
376,Conditional Dichotomy Quantification via Geometric Embedding,['State University of New York at Stony Brook']
377,Aligning Large Language Models with Implicit Preferences from User-Generated Content,"['University of Notre Dame', 'Amazon', 'Amazon', 'Amazon', 'Amazon', 'Carnegie Mellon University', 'Texas A&M University - College Station', 'Amazon', 'Amazon', 'University of Notre Dame']"
378,VQAGuider: Guiding Multimodal Large Language Models to Answer Complex Video Questions,"['southern university of science and technology', 'University of Warwick', 'Ant Group', 'Ant Group']"
379,Large Language Models are Good Relational Learners,"['Computer Science Department, Stanford University', 'Stanford University and Kumo.AI']"
380,SpaRE: Enhancing Spatial Reasoning in Vision-Language Models with Synthetic Data,['University of Waterloo and Vector Institute']
381,CoMet: Metaphor-Driven Covert Communication for Multi-Agent Language Games,['Beijing Normal University']
382,CER: Confidence Enhanced Reasoning in LLMs,"['Sharif University of Technology, Sharif University of Technology', 'Sharif University of Technology']"
383,Watermarking Large Language Models: An Unbiased and Low-risk Method,"['University of Delaware', 'University of Delaware', 'University of Hong Kong']"
384,On Synthetic Data Strategies for Domain-Specific Generative Retrieval,"['Amazon', 'AWS AI', 'Amazon']"
385,LLM Braces: Straightening Out LLM Predictions with Relevant Sub-Updates,"['University of Illinois at Urbana-Champaign', 'University of California, Davis']"
386,CONFETTI: Conversational Function-Calling Evaluation Through Turn-Level Interactions,"['Amazon', 'Amazon', 'AWS AI Labs', 'Amazon', 'Amazon', 'Amazon']"
387,Evaluating Theory of (an uncertain) Mind: Predicting the Uncertain Beliefs of Others from Conversational Cues,"['Northeastern University', 'Northeastern University']"
388,When People are Floods: Analyzing Dehumanizing Metaphors in Immigration Discourse with Large Language Models,['University of Michigan - Ann Arbor']
389,AGrail: A Lifelong Agent Guardrail with Effective and Adaptive Safety Detection,"['University of Wisconsin - Madison', 'UW-Madison', 'The Ohio State University, Columbus', 'University of California, Davis and University of Southern California', 'University of Wisconsin - Madison and NVIDIA']"
390,Improving Model Factuality with Fine-grained Critique-based Evaluator,"['CMU, Carnegie Mellon University', 'Meta', 'Meta', 'Meta', 'Meta', 'Meta', 'Facebook', 'Meta AI', 'School of Computer Science, Carnegie Mellon University', 'Meta AI and Carnegie Mellon University', 'Facebook']"
391,Building a Long Text Privacy Policy Corpus with Multi-Class Labels,"['New York University', 'Northeastern University']"
392,R2-MultiOmnia: Leading Multilingual Multimodal Reasoning via Self-Training,['University of Roma “Tor Vergata”']
393,When the LM misunderstood the human chuckled: Analyzing garden path effects in humans and language models,"['School of Computer Science, Tel Aviv University', 'Tel Aviv University', 'Google and Tel Aviv University']"
394,Cross-Lingual Pitfalls: Automatic Probing Cross-Lingual Weakness of Multilingual Large Language Models,"['Mohamed bin Zayed University of Artificial Intelligence', 'Mohamed bin Zayed University of Artificial Intelligence', 'Mohamed bin Zayed University of Artificial Intelligence', 'University of Southern California', 'University of Notre Dame', 'University of Notre Dame']"
395,VLSBench: Unveiling Visual Leakage in Multimodal Safety,"['Fudan University and Shanghai AI Laboratory', 'Shanghai Artificial Intelligence Laboratory', 'Beijing University of Aeronautics and Astronautics', 'Fudan University', 'Shanghai AI Laboratory']"
396,Browsing Lost Unformed Recollections: A Benchmark for Tip-of-the-Tongue Search and Reasoning,"['Columbia University', 'Patronus AI', 'Columbia University', 'Patronus AI', 'Patronus AI']"
397,Data Laundering: Artificially Boosting Benchmark Results through Knowledge Distillation,"['Mohamed bin Zayed University of Artificial Intelligence', 'Mohamed bin Zayed University of Artificial Intelligence']"
398,Conspiracy Theories and Where to Find Them on TikTok,"['Politecnico di Milano', 'CENTAI']"
399,Growing Through Experience: Scaling Episodic Grounding in Language Models,"['Dartmouth College', 'Dartmouth College']"
400,Exploiting the Shadows: Unveiling Privacy Leaks through Lower-Ranked Tokens in Large Language Models,"['Purdue University', 'Purdue University']"
401,Attacking Vision-Language Computer Agents via Pop-ups,"['Georgia Institute of Technology', 'The University of Hong Kong', 'Stanford University']"
402,Explicit and Implicit Data Augmentation for Social Event Detection,"['Macquarie University', 'Macquarie University', 'Mohamed bin Zayed University of Artificial Intelligence', 'Mohamed bin Zayed University of Artificial Intelligence', 'Mohamed bin Zayed University of Artificial Intelligence']"
403,In Prospect and Retrospect: Reflective Memory Management for Long-term Personalized Dialogue Agents,"['Google', 'Google', 'Google', 'Google', 'Google', 'Google', 'Google', 'Google', 'Google', 'Google', 'University of North Carolina at Chapel Hill', 'Google', 'Google']"
404,Revisiting Classical Chinese Event Extraction with Ancient Literature Information,"['Soochow University, China', 'Hong Kong Polytechnic University']"
405,Unanswerability Evaluation for Retrieval Augmented Generation,"['Salesforce AI Research', 'SalesForce.com', 'Salesforce Research', 'Salesforce AI']"
406,SCALE: Towards Collaborative Content Analysis in Social Science with Large Language Model Agents and Human Intervention,"['Arizona State University', 'North Carolina State University', 'University of North Carolina at Chapel Hill']"
407,Self-Error-Instruct: Generalizing from Errors for LLMs Mathematical Reasoning,"['Hong Kong Polytechnic University', 'The Hong Kong Polytechnic University', 'Huawei Technologies Ltd.', 'Huawei Technologies Ltd.', 'Huawei Technologies Ltd.', 'Huawei Technologies Ltd.']"
408,RAGEval: Scenario Specific RAG Evaluation Dataset Generation Framework,"['Tsinghua University', 'Northeastern University', 'Department of Computer Science and Technology, Tsinghua University', 'ModelBest', 'Tsinghua University, Tsinghua University', 'Tsinghua University', 'Tsinghua University']"
409,A Survey on Patent Analysis: From NLP to Multimodal AI,"['University of Illinois at Chicago', 'Northwestern University', 'University of Illinois, Chicago', 'University of Illinois at Chicago']"
410,SciVer: Evaluating Foundation Models for Multimodal Scientific Claim Verification,"['Yale University and Allen Institute for Artificial Intelligence', 'Yale University']"
411,MultiAgentBench : Evaluating the Collaboration and Competition of LLM agents,"['University of Illinois at Urbana-Champaign', 'University of Illinois at Urbana-Champaign', 'University of Illinois, Urbana-Champaign', 'University of Illinois at Urbana-Champaign']"
412,Sinhala Encoder-only Language Models and Evaluation,"['Lancaster University', 'Lancaster University', 'Aston University', 'Westfälische Wilhelms-Universität Münster', 'University of Luxembourg', 'Lancaster University', 'Lancaster University']"
413,LLMs can Perform Multi-Dimensional Analytic Writing Assessments: A Case Study of L2 Graduate-Level Academic English Writing,"['State University of New York at Stony Brook', 'University of Saskatchewan', 'State University of New York, Stony Brook', 'Stony Brook University']"
414,SEUF: Is Unlearning One Expert Enough for Mixture-of-Experts LLMs?,"['University of Notre Dame', 'Michigan State University', 'University of Notre Dame']"
415,"Pragmatics in the Era of Large Language Models: A Survey on Datasets, Evaluation, Opportunities and Challenges","['Ludwig-Maximilians-Universität München', 'Universität Köln', 'Columbia University', 'Ludwig-Maximilians-Universität München', 'Universität Köln', 'University of Augsburg', 'Columbia University', 'University of Maryland', 'Ludwig-Maximilians-Universität München']"
416,LocAgent: Graph-Guided LLM Agents for Code Localization,"['Southeast University', 'Nanjing University', 'University of Southern California', 'Yale University and Allen Institute for Artificial Intelligence', 'All Hands AI and University of Illinois Urbana-Champaign']"
417,COSMMIC: Comment-Sensitive Multimodal Multilingual Indian Corpus for Summarization and Headline Generation,"['Indian Institute of Technology Patna, India', 'Université Paul Sabatier / Université de Toulouse III']"
418,Understanding In-Context Machine Translation for Low-Resource Languages: A Case Study on Manchu,"['Ludwig-Maximilians-Universität München', 'Institut für Informatik', 'ISIR, Sorbonne Université & CNRS']"
419,"CKnowEdit: A New Chinese Knowledge Editing Dataset for Linguistics, Facts, and Logic Error Correction in LLMs","['Zhejiang University', 'Zhejiang University', 'Zhejiang University']"
420,TripleFact: Defending Data Contamination in the Evaluation of LLM-driven Fake News Detection,['Georgia Institute of Technology']
421,Meaning Beyond Truth Conditions: Evaluating Discourse Level Understanding via Anaphora Accessibility,"['Yale University', 'Yale University', 'Yale University', 'Yale University']"
422,Large Language and Reasoning Models are Shallow Disjunctive Reasoners,"['Cardiff University', 'Cardiff University']"
423,Warmup Generations: A Task-Agnostic Approach for Guiding Sequence-to-Sequence Learning with Unsupervised Initial State Generation,"['McGill University', 'University College London', 'ServiceNow Inc, Mila, McGill University and Mila, McGill University', 'McGill University']"
424,Building Better: Avoiding Pitfalls in Developing Language Resources when Data is Scarce,"['Cardiff University', 'Uppsala University']"
425,BRIGHTER: BRIdging the Gap in Human-Annotated Textual Emotion Recognition Datasets for 28 Languages,"['Imperial College London and Bayero University, Kano-Nigeria', 'Cardiff University', 'Ahmadu Bello University', 'University of Göttingen, Germany', 'Georg-August Universität Göttingen', 'Uppsala University', 'International Institute of Information Technology Hyderabad', 'Northeastern University', 'McGill University', 'Mohamed bin Zayed University of Artificial Intelligence', 'Kazan Federal University', 'Sailplane', 'Univesity of Santiago de Compostela', 'Universita della Svizzera Italiana, Universidad Politécnica de Valencia and University of Bucharest', 'Universidad Politécnica Salesiana', 'Nnamdi Azikiwe University', 'University of Bucharest', 'Bayero University Kano', 'Georg-August Universität Göttingen', 'Al Akhawayn University', 'Santa Clara University', 'Kaduna State University', 'North-West University', 'Royal Melbourne Institute of Technology and Universitas Indonesia', 'University of Pretoria', 'Skoltech', 'McGill University', 'Centro Universitário FEI', 'AIRI', 'International Institute of Information Technology Hyderabad, India', 'Maseno University', 'Georg-August Universität Göttingen', 'Institut Teknologi Bandung', 'University of Liverpool', 'Cardiff University']"
426,SkillVerse : Assessing and Enhancing LLMs with Tree Evaluation,"['University of Southern California', 'University of California, Los Angeles', 'Google']"
427,Empathy Prediction from Diverse Perspectives,"['Toyota Research Institute', 'Toyota Research Institute', 'Toyota Research Institute', 'Toyota Research Institute', 'University of Illinois at Chicago', 'Toyota Research Institute', 'Toyota Research Institute']"
428,Are LLMs effective psychological assessors? Leveraging adaptive RAG for interpretable mental health screening through psychometric practice,"['Università della Svizzera Italiana and Università dell’Insubria', 'NII, Tokyo Institute of Technology']"
429,"INTERACT: Enabling Interactive, Question-Driven Learning in Large Language Models","['University of North Carolina at Chapel Hill', 'Department of Computer Science, University of North Carolina at Chapel Hill', 'University of North Carolina at Chapel Hill']"
430,Comparing LLM-generated and human-authored news text using formal syntactic theory,"['Universidad de La Coruña', 'Palacký University Olomouc', 'Universidade da Coruña']"
431,Improving Preference Extraction In LLMs By Identifying Latent Knowledge Through Classifying Probes,['University of Cambridge']
432,"White Men Lead, Black Women Help? Benchmarking and Mitigating Language Agency Social Biases in LLMs","['University of California, Los Angeles', 'University of California, Los Angeles and Amazon']"
433,AIMSCheck: Leveraging LLMs for AI-Assisted Review of Modern Slavery Statements Across Jurisdictions,"['Mila - Quebec Artificial Intelligence Institute', 'Mila - Quebec Artificial Intelligence Institute', 'Mila - Quebec Artificial Intelligence Institute', 'Mila - Quebec Artificial Intelligence Institute', 'Montreal Institute of Learning Algorithms', 'Queensland University of Technology', 'Queensland University of Technology']"
434,"Collapse of Dense Retrievers: Short, Early, and Literal Biases Outranking Factual Evidence","['University of California, Los Angeles', 'Center for Information and Language Processing, LMU Munich', 'University of California, Los Angeles']"
435,SelfElicit: Your Language Model Secretly Knows Where is the Relevant Evidence,"['Amazon', 'Facebook', 'University of Illinois at Urbana-Champaign']"
436,The Male CEO and the Female Assistant: Evaluation and Mitigation of Gender Biases in Text-To-Image Generation of Dual Subjects,"['University of California, Los Angeles', 'University of California, Los Angeles and Amazon']"
437,Mitigating Shortcut Learning with InterpoLated Learning,"['University of Cambridge', 'Alan Turing Institute and University of Cambridge']"
438,Toward Automatic Discovery of a Canine Phonetic Alphabet,"['University of Texas at Arlington, University of Texas at Arlington', 'Shanghai Jiaotong University', 'University of Texas at Arlington']"
439,DavIR: Data Selection via Implicit Reward for Large Language Models,"['Cold Spring Harbor Laboratory', 'ByteDance Inc.', 'Amazon', 'Hong Kong Polytechnic University']"
440,Byte Latent Transformer: Patches Scale Better Than Tokens,"['Facebook and University of Washington', 'Meta FAIR', 'Facebook', 'Facebook and Meta', 'University of Washington', 'Meta AI', 'physical intelligence', 'New York University and Facebook', 'University of Washington, Facebook and Meta', 'Meta AI', 'Facebook AI Research', ', University of Chicago', 'Facebook']"
441,DiffuseDef: Improved Robustness to Adversarial Attacks via Iterative Denoising,"['Imperial College London', 'Imperial College London']"
442,Identifying Cellular Niches in Spatial Transcriptomics: An Investigation into the Capabilities of Large Language Models,"['Yale University', 'University of California, Los Angeles', 'Yale University', 'Boehringer Ingelheim', 'Yale University']"
443,Culture Matters in Toxic Language Detection in Persian,"['University of Edinburgh', 'Edinburgh University, University of Edinburgh']"
444,Bitnet.cpp: Efficient Edge Inference for Ternary LLMs,"['Microsoft Research Asia', 'Research, Microsoft', 'Microsoft Research', 'Microsoft Research']"
445,Instance-Selection-Inspired Undersampling Strategies for Bias Reduction in Small and Large Language Models for Binary Text Classification,"['Universidade Federal de Minas Gerais', 'Universidade Federal de Minas Gerais, Universidade Federal de Minas Gerais', 'Universidade Federal de São João del-Rei']"
446,Forward Knows Efficient Backward Path: Saliency-Guided Memory-Efficient Fine-tuning of Large Language Models,['Korea University']
447,Focus on What Matters: Enhancing Medical Vision-Language Models with Automatic Attention Alignment Tuning,"['GE HealthCare', 'GEHC', 'GE HealthCare', 'GE Healthcare', 'Pennsylvania State University']"
448,LLMs + Persona-Plug = Personalized LLMs,"['Renmin University of China', 'Baidu', 'Baidu', 'Renmin University of China']"
449,Developmentally-plausible Working Memory Shapes a Critical Period for Language Acquisition,"['The University of Tokyo', 'The University of Tokyo', 'University of Tokyo']"
450,IRIS: An Iterative and Integrated Framework for Verifiable Causal Discovery in the Absence of Tabular Data,"['Monash University', 'Research, Microsoft', 'Monash University, Monash University and Monash University']"
451,INJONGO: A Multicultural Intent Detection and Slot-filling Dataset for 16 African Languages,"['Haramaya University', 'Princeton University', 'TIB/L3S', 'African University of Science and Technology', 'North-West University', 'Imperial College London and Bayero University, Kano-Nigeria', 'McGill University']"
452,Boosting Long-Context Information Seeking via Query-Guided Activation Refilling,"['Beijing Academy of Artificial Intelligence', 'Renmin University of China', 'University of Science and Technology of China']"
453,Efficient Pretraining Data Selection for Language Models via Multi-Actor Collaboration,"['Shanghai Artificial Intelligence Laboratory and Hong Kong University of Science and Technology', 'Princeton University', 'Shanghai Artificial Intelligence Laboratory', 'Shanghai Artificial Intelligence Laboratory', 'shanghai AI lab', 'Peking University', 'Hong Kong University of Science and Technology', 'Shanghai AI Lab']"
454,AdaDHP: Fine-Grained Fine-Tuning via Dual Hadamard Product and Adaptive Parameter Selection,"['Dalian University of Technology', 'Dalian University of Technology', 'Peking University', 'Pennsylvania State University']"
455,KG-Agent: An Efficient Autonomous Agent Framework for Complex Reasoning over Knowledge Graph,"['University of California, San Diego', 'Renmin University of China', 'BOSS Zhipin', 'University of Science and Technology of China', 'Computer Network Information Center, Chinese Academy of Sciences', 'Renmin University of China']"
456,Curriculum Debiasing: Toward Robust Parameter-Efficient Fine-Tuning Against Dataset Biases,"['Korea University', 'Korea University']"
457,Does Context Matter? ContextualJudgeBench for Evaluating LLM-based Judges in Contextual Settings,"['Salesforce AI Research', 'SalesForce.com', 'Salesforce AI Research', 'SalesForce.com', 'Nanyang Technological University and SalesForce.com']"
458,On the Reliability of Large Language Models for Causal Discovery,"['Monash University', 'Research, Microsoft', 'Royal Melbourne Institute of Technology', 'Monash University, Monash University and Monash University']"
459,Value-Spectrum: Quantifying Preferences of Vision-Language Models via Value Decomposition in Social Media Contexts,"['FDA', 'Los Alamos National Laboratory', 'UCLA']"
460,TeRDy: Temporal Relation Dynamics through Frequency Decomposition for Temporal Knowledge Graph Completion,['Tsinghua University']
461,Incorporating Domain Knowledge into Materials Tokenization,"['Korea University', 'Hankuk University of Foreign Studies', 'Korea University', 'Korea University', 'Korea University']"
462,PIG: Privacy Jailbreak Attack on LLMs via Gradient-based Iterative In-Context Optimization,"['Institute of Information Engineering, Chinese Academy of Sciences', 'Institute of Information Engineering, Chinese Academy of Sciences', 'Institute of Information Engineering,Chinese Academy of Sciences', 'Institute of Information Engineering, Chinese Academy of Sciences', 'Harbin Institute of Technology']"
463,Agents Under Siege: Breaking Pragmatic Multi-Agent LLM Systems with Optimized Prompt Attacks,"['University of North Carolina at Chapel Hill', 'Cisco', 'University of North Carolina at Chapel Hill']"
464,Semantic-Eval : A Semantic Comprehension Evaluation Framework for Large Language Models Generation without Training,"['Northeastern University, China', 'Northeastern University']"
465,Between Circuits and Chomsky: Pre-pretraining on Formal Languages Imparts Linguistic Biases,"['New York University', 'New York University', 'ByteDance Inc.', 'New York University', 'New York University and Google']"
466,"When to Speak, When to Abstain: Contrastive Decoding with Abstention","['Seoul National University', 'Seoul National University', 'Seoul National University', 'Hanyang University']"
467,On the Risk of Evidence Pollution for Malicious Social Text Detection in the Era of LLMs,"['Xi’an Jiaotong University', 'SGIT AI', 'National University of Defense Technology']"
468,Investigating and Extending Homans’ Social Exchange Theory with Large Language Model based Agents,['Renmin University of China']
469,A Drop-In Solution for On-the-Fly Adaptation of Speculative Decoding in Large Language Models,"['North Carolina State University', 'North Carolina State University']"
470,"If Attention Serves as a Cognitive Model of Human Memory Retrieval, What is the Plausible Memory Representation?","['The University of Tokyo', 'National Institute for Japanese Language and Linguistics and University of Tokyo', 'National Institute for Japanese Language and Linguistics', 'Osaka University', 'University of Tokyo']"
471,Aligning VLM Assistants with Personalized Situated Cognition,['Wuhan University']
472,Attention Entropy is a Key Factor: An Analysis of Parallel Context Encoding with Full-attention-based Pre-trained Language Models,"['Tencent', 'Tencent', 'Tencent', 'Tencent AI Lab', 'Renmin University of China', 'Chinese University of Hong Kong, The Chinese University of Hong Kong', 'Tencent AI Lab']"
473,Faster Speculative Decoding via Effective Draft Decoder with Pruned Candidate Tree,['East China Normal University']
474,Selecting and Merging: Towards Adaptable and Scalable Named Entity Recognition with Large Language Models,['Huazhong University of Science and Technology']
475,Embracing Imperfection: Simulating Students with Diverse Cognitive Levels Using LLM-based Agents,"['Zhejiang University', 'Zhejiang University', 'The Hong Kong University of Science and Technology', 'Zhejiang University', 'Zhejiang University']"
476,CADReview: Automatically Reviewing CAD Programs with Error Detection and Correction,"['South China University of Technology', 'South China University of Technology', 'The Hong Kong Polytechnic University and Hong Kong Polytechnic University']"
477,Think&Cite: Improving Attributed Text Generation with Self-Guided Tree Search and Progress Reward Modeling,['National University of Singapore']
478,Polishing Every Facet of the GEM: Testing Linguistic Competence of LLMs and Humans in Korean,"['Korea University', 'Korea University', 'Korea University']"
479,SpeechFake: A Large-Scale Multilingual Speech Deepfake Dataset Incorporating Cutting-Edge Generation Methods,"['Xi’an Jiaotong University', 'Ant Group', 'Ant Group']"
480,ReflectionCoder: Learning from Reflection Sequence for Enhanced One-off Code Generation,"['Sensetime', 'The Chinese University of Hong Kong', 'The Chinese University of Hong Kong']"
481,InvestAlign: Overcoming Data Scarcity in Aligning Large Language Models with Investor Decision-Making Processes Under Herd Behavior,"['Tsinghua University, Tsinghua University', 'Tsinghua University, Tsinghua University']"
482,Enhancing Neural Machine Translation Through Target Language Data: A kNN-LM Approach for Domain Adaptation,"['Northeastern University', 'Northeastern University', 'Northeastern University', 'Northeastern University']"
483,Multi-level Relevance Document Identifier Learning for Generative Retrieval,"['Meituan', 'Meituan', 'Meituan', 'School of Artificial Intelligence, Beihang University and Institute of Computing Technology, Chinese Academy of Sciences', 'SKLCCSE, School of Computer Science and Engineering, Beihang University, Beijing, China']"
484,EfficientQAT: Efficient Quantization-Aware Training for Large Language Models,"['University of Hong Kong', 'Shanghai AI Laboratory', 'The University of Hong Kong']"
485,Exploring How Generative MLLMs Perceive More Than CLIP with the Same Vision Encoder,"['University of Washington', 'Allen Institute for Artificial Intelligence and University of Washington', 'University of Washington']"
486,NexusSum: Hierarchical LLM Agents for Long-Form Narrative Summarization,"['CJ Group', 'CJ']"
487,HAIC: Improving Human Action Understanding and Generation with Better Captions for Multi-modal Large Language Models,"['Kuaishou', 'Kuaishou- 快手科技', 'Harbin Institute of Technology (Shenzhen)', 'Kuaishou Technology', 'Harbin Institute of Technology (Shenzhen) and Shandong University']"
488,Uni-Retrieval: A Multi-Style Retrieval Framework for STEM’s Education,"['Nanyang Technological University', 'Shanghai Jiaotong University', 'Hong Kong Polytechnic University', 'The Hong Kong Polytechnic University']"
489,DenseLoRA: Dense Low-Rank Adaptation of Large Language Models,"['Anhui University', 'Anhui University', 'Hefei University', 'University of Science and Technology of China', 'Anhui University']"
490,"Exploring the Potential of LLMs as Personalized Assistants: Dataset, Evaluation, and Analysis","['Seoul National University', 'Seoul National University', 'Seoul National University', 'Seoul National University']"
491,Cracking Factual Knowledge: A Comprehensive Analysis of Degenerate Knowledge Neurons in Large Language Models,"['Institute of automation, Chinese academy of science, Chinese Academy of Sciences', 'Institute of automation, Chinese academy of science', 'Institute of automation, Chinese academy of science, Chinese Academy of Sciences', 'Institute of automation, Chinese academy of science']"
492,Towards Context-Robust LLMs: A Gated Representation Fine-tuning Approach,"['Michigan State University', 'Michigan State University', 'Michigan State University', 'Amazon', 'Amazon', 'Michigan State University']"
493,On Support Samples of Next Word Prediction,"['Midea Group', 'AI Innovation Center']"
494,WebWalker: Benchmarking LLMs in Web Traversal,"['Southeast University', 'nanjing university', 'Tongyi Lab', 'King’s College London, University of London', 'Southeast University', 'Alibaba Group US']"
